Address,Allocation%,Points
0x021e1a45f8ccf57bedb37702f87f3991e718acc7,0.03%,2
0x0249bad1a9560a0ea754e12fdda650be9f46c7f8,0.03%,2
0x027dbae8cae90469d2e9ebc6e93ab8a0938d9de0,0.03%,2
0x0303a1dd3dc0bdc60a5358a5f23868565daff6c6,0.03%,2
0x038bf47b6d00a91c9bbdecf00f46d9192658eb49,0.03%,2
0x0391314befa3c5c52e560aefdbb5a1300f058935,0.03%,2
0x03a310d05f0521f92ba377582f52d7d1423b93fd,0.03%,2
0x0496e3e59df437e337d33f69fd0f92da3ea4d154,0.03%,2
0x068ca18455849a70b0a2b70d1d36039c77f44343,0.03%,2
0x06a4f7296a882a4793d3d41b8846ab5e2bbb4c0a,0.03%,2
0x06b4f02100e6757bb3d21291b541bbaa80f6ec90,0.03%,2
0x072213b5322bf1baa7a929f19c984b0642861d16,0.03%,2
0x07308c5af912a6f49f46be51ed5f76cf4481bff5,0.03%,2
0x074d190ba7191d5b272865b13506695a0ad7c62d,0.03%,2
0x075c32a7df52353aefdd7e17d629a2d00738e3ee,0.03%,2
0x07ccff2b9519801823e25bd05db7d50e1fc2a77b,0.03%,2
0x07f40e4bc71e1b6166c7b3cdc7fc2ac1a3e31284,0.03%,2
0x083041d85809f092ba751e6eb71da1c234053d0c,0.03%,2
0x08760dc5e12223151515c7716e1b90904c509c29,0.03%,2
0x08f05f036e7a59514c566d7cadf63d325e024a84,0.03%,2
0x09178d8da538092c20a4bfdff31d05b25354fe90,0.03%,2
0x092f5d5c85baa77d022429930bd3ff627bf6ed6e,0.03%,2
0x099b56fd9c438b4113762101ebb4010d7da1e01c,0.03%,2
0x09af0d4ec0c174895846d553b3890a6562bfc10b,0.03%,2
0x0a1260e00d5d019195a01aacc61bc6f0f5a6b399,0.03%,2
0x0a2ff3cb3c443e75b36eb1d6e1cc05ebc1d67974,0.03%,2
0x0a574feef18cdfb3992c679becb411c0f9f924c0,0.03%,2
0x0b5058f6caed427334fefb0d29af62d70ba4863c,0.03%,2
0x0b95f218d9032ebcb9ea928c7621e2ec7d19e390,0.03%,2
0x0bc0638aa00f6cf3a45b4ccabc191ac7d2d0c785,0.03%,2
0x0bd48892671650cd5377368ebdf9a19b09837f08,0.03%,2
0x0bf1306d1bf5168120c0aa2284b2acc50d8df17a,0.03%,2
0x0c415603f88ddcac90a2a9b9c99b27edb6e79e97,0.03%,2
0x0dfffb3a7a2a65447e6fc8bdf9a8e60eace1d192,0.03%,2
0x0e10d650bb2df77f2f38b258dd288d5258fe46b4,0.03%,2
0x0ecfdbe99cd4f9c73750ce767a46492ba1369564,0.03%,2
0x0ee86bddc8ecf52af29cb08d1e4e2e8709171344,0.03%,2
0x0f0a8ac5ccaf139453cfc76e6d76dd5d02cc26ee,0.03%,2
0x0fb2dceff74694bbcca1ad989e722a29df94f27a,0.03%,2
0x0fed91a2e5304ddc6201fefd756335195e97410c,0.03%,2
0x0ff63c6c4bfc9f666c0a1e2e10e15fbbaff49f32,0.03%,2
0x107ff6c503cea02f7f56f98e024e3de094e7fe03,0.03%,2
0x1118f4baf2965d4373580dcb210681e4d2329506,0.03%,2
0x11244663ce97ae5432e9214afa8a64f88b57800d,0.03%,2
0x1133f662e00305b5ba031e0995c848c10020c408,0.03%,2
0x11cf22e544a9d68f6764b068b28793d4bc91c810,0.03%,2
0x1298926ad63fd1a5329fbd75b45cb48f4e8b6d86,0.03%,2
0x12d0ced4220f5acd0b0749bda0747a2051fbb280,0.03%,2
0x12dcc50a9a186bf39952f3475a68d9cb2d0d473f,0.03%,2
0x1332b6daa11d35665f225b211270a27618eb3b00,0.03%,2
0x134966323eead371f5fe9850bcc0001bc7d615cd,0.03%,2
0x1373bc55a57562ed6125acb62a4f1bd451863b24,0.03%,2
0x1376e6532d640839deaa16a187ea6706115a482a,0.03%,2
0x138fd85530f45287b36f9ac51e784a65440fd888,0.03%,2
0x13ba75ea71e07a1086a994de7962b699e40faea8,0.03%,2
0x14eeaa8e37e49967683674af32beda487331817d,0.03%,2
0x1636340c1e1464e4b90dab80b3f66c5208e1df05,0.03%,2
0x16a24d80fad76aa37e3c5051527768cbe6897b70,0.03%,2
0x1730cfb423bc26ce760072b5998f007f2905bf9d,0.03%,2
0x1761042b43590a755478d1325b6424885e6ab8b5,0.03%,2
0x17dee1f3efc16e4f46a455bbb98724d95780e0ec,0.03%,2
0x18059594655831b0eb03866e89c83ec936069436,0.03%,2
0x18196a781eacc429e0d651121732642de1097a4b,0.03%,2
0x186258ddc9fd7c1a808e380f2c2fdf07621afc79,0.03%,2
0x19888d3c632d34b5bc3cd05e6f9a95e54250a1a1,0.03%,2
0x19c4bad8f252cdda53699334c531dc4d08b3587f,0.03%,2
0x19dfeff54ff73008e3fc384d0484e79a2b224d0a,0.03%,2
0x1a68a604fc403d45c3d18c61990b6e3587c58b05,0.03%,2
0x1ac9a459275bec4e135d32b6856cb86808c0f576,0.03%,2
0x1aef35707c67366d31114bb1e46d323493bde11a,0.03%,2
0x1af85b7e0b293d552488eb8764b2170da949817a,0.03%,2
0x1b2d47810067d98051aa7ba518e90e4d7ac909d3,0.03%,2
0x1b3b9db53e6fd6bf7bc3aa916537682ff93efaa6,0.03%,2
0x1c5f31d2571260047fc0bceafa8aabc1cebecfa0,0.03%,2
0x1cabfa80a482a15e46457334d1c4bb311216d816,0.03%,2
0x1cdd089007d5e252220b5028a293b097a812f393,0.03%,2
0x1cead3374a856061be00f5c6d2a035eedf1c3c76,0.03%,2
0x1d71d9d98497fb2740fac41af7aef47ef8ec9ca7,0.03%,2
0x1df28a7b5524e0aad3a76b52240211cbfb9cf64a,0.03%,2
0x1e0be82ead163cbe1257cbd3088dea35bf95814e,0.03%,2
0x1e379e0ecffddaffeefad48b811bcc873c199e28,0.03%,2
0x1e70939b2cb3056bcd048317a0beb754e4b04d75,0.03%,2
0x1eb7d411f416946e33d9856bbf00d5886a6c3a66,0.03%,2
0x1ecc2c9a2aacfa32a7d020a25ddec86f128efda9,0.03%,2
0x204cdc976ff00e16231603003c391f9bc4b8b519,0.03%,2
0x2058929a04840eb1a1ed5367b7027f0dc9379920,0.03%,2
0x2061c5043115a58a1eaae3fe51bccb1f5235a3da,0.03%,2
0x208c23dec205a3bdd56e81bedfb134deb0f9d111,0.03%,2
0x211f28cdc8b18d8df719575992336c3dff1e5238,0.03%,2
0x216910de664923dcb3a468b264c055a6e2fedd0a,0.03%,2
0x217aebd70aff1665f9d3f3af2b38e3af90c0baa4,0.03%,2
0x218fe4eac0b4f4a0c8db433aa9b1a51612ceb85a,0.03%,2
0x21d90e6f18f3848d9e45f34bdb4dfdde3fa09d1a,0.03%,2
0x21f74bb7dde14b2d5da36df2d57aaa891e3a0039,0.03%,2
0x2210b38ac0b2db2c75e7979f469982cf744e03ec,0.03%,2
0x222cf246a3d56d61030ca49f5e6ffd6c20c3dc4f,0.03%,2
0x22596a13abe6e81f95779190b08a8549b998aa69,0.03%,2
0x228e3959467eda82b1008c97b395ce23850c1b43,0.03%,2
0x2293d882c9032ddcd7719e263bd56c1a0db56f5f,0.03%,2
0x22f29cf0c890849de5dbc7cb15d18f20040d28e6,0.03%,2
0x237fcb7799f2ab32f252c1df2737f3051923ed28,0.03%,2
0x2453a600158553f15a0f7a51f7cd957d2906cbd9,0.03%,2
0x2456e5eb5fb7a50242b9bff710fb81aa176fd744,0.03%,2
0x2485ee1226695a79a4b901adc6bb99d9165104f2,0.03%,2
0x24888ffa8e6facb6bf5d0d6d68cc4e18561bea19,0.03%,2
0x2502e740e4760e048e82840e6818500483dfa1ca,0.03%,2
0x25da6d2e79cc8b74d2bb5248e61234f85e1a4cdc,0.03%,2
0x2615b05fcbd490232b4e1d399d5710baed92ded8,0.03%,2
0x26a991770d72c1ff9246eadbde07a3fea8bf223b,0.03%,2
0x2722961e46e1ec21a5885e6a5e58dfe5c3e047c6,0.03%,2
0x28585d97f7d77b7a269c9513a98ca316421d8749,0.03%,2
0x2897dca2d2c4c168a1666306c9660db5bc8e0079,0.03%,2
0x2ad267b3ff346792f0526c740aca709e40f04575,0.03%,2
0x2b1c729e79e76476970f0aff8bc9b4258a513f72,0.03%,2
0x2b572bb8e3a6d8aef8df3c8e908587158d2a4dbb,0.03%,2
0x2be0430fe9c85cf38384ab8e38a3b578b775b908,0.03%,2
0x2bfb71ad67f2edfc21c3818e18c0e708222b0671,0.03%,2
0x2c2ea7651fd8060122517ccff19905c27ecb3865,0.03%,2
0x2c548e67b0bc9485e60c68fa61f1e0c9843e9b69,0.03%,2
0x2cc736f885345e8c5adb6d782066c98db248c80e,0.03%,2
0x2cfc5e000af465a2b94e7843f249766a81558400,0.03%,2
0x2cfde5f48c96063a60929f945ce1b4711db5ab03,0.03%,2
0x2d346f421f1498561c0183aefbe153e524a4b438,0.03%,2
0x2d386b67a14c13fdf0ae9fd43fdfb219cf09e81d,0.03%,2
0x2d9bd51cc35c6f14ec7f508eee771168a8364e26,0.03%,2
0x2e3afd6533fa17bdc603f80ba07152567f2aee72,0.03%,2
0x2e5fa5c87fe23cc6c1bdf93f3acd54eee4c1a340,0.03%,2
0x2e79b28bec598a1fe5db1ec85ebfb9fb114aeac4,0.03%,2
0x2f81236befdf1586e071aa84bea1ef257fe23d1e,0.03%,2
0x2ffb3aa7b4dc46fc5ac718f22e3db230c329903b,0.03%,2
0x2ffdc21c62c1082fb49b5c162c05f5621ecb4d8a,0.03%,2
0x30076c634b80e64d05031ea481435ad599bccc28,0.03%,2
0x305f2e89d84404d9ad508913603be824c7249238,0.03%,2
0x30a0f0bf5544ceddfeee9caf5267358a12db1ea1,0.03%,2
0x30a88c1f1ab724cb168a1037010e38c73c5df85a,0.03%,2
0x312a70da2710e09cb9fcbb03c0748d0e5bf08571,0.03%,2
0x32238f2775182eeb4249b7aa5eda371c140699db,0.03%,2
0x323d0d2a63b1a0628e1856d4672198a8e6a66469,0.03%,2
0x32625701f5433a770120b160821f4008117f0839,0.03%,2
0x32f8a0db8074fd54b72f0720b70eacd0aa5e1182,0.03%,2
0x335fa60b7085dccaf9e1c35ac2c1a2a256abda3d,0.03%,2
0x33df8400b73136c3ed3d658a4384353f5d903eab,0.03%,2
0x3462adfac4689c1571f16185e66eb1b7d9aba3ee,0.03%,2
0x3537fa9b18e1d6bd074fc2e3ee4162d913c1231e,0.03%,2
0x354321eaa60588c148195ae26de875b82710e2e3,0.03%,2
0x357f99befe99cb3b284d29abef0947360af9dbdb,0.03%,2
0x358d075528ef59c580c561d9a355fa54c12a2bc5,0.03%,2
0x35f3895a1449fa645d85ea75fb1e209cac2c1b17,0.03%,2
0x3622fc18e57d4adea145a4d411fa94c0135435f0,0.03%,2
0x3647cf58abaf1e5ce3d90fefd4791458127cc834,0.03%,2
0x3671eeac3ab79f02716bbe75469e7f5fccff61d4,0.03%,2
0x3680a8a001a3b992d16c2e7885a573ab218fa04e,0.03%,2
0x36b069e7892aad6e7a92ba3214afed8b49bf6d36,0.03%,2
0x36f8e2f70b4638335222ccca3d3b584ab9058984,0.03%,2
0x36faacf9aa844cfa75e29f243a8a342fb45ff8eb,0.03%,2
0x3814e37a7970d47a112e5a8bcf2fcc1cb1a6deae,0.03%,2
0x38d0ef4e11ea276ca9a61e2f7310772237f196f3,0.03%,2
0x39074b2b4434bf3115890094e1360e36d42ecbbd,0.03%,2
0x390d727c1fa341f9933bb795e89a9d0376811842,0.03%,2
0x3932b8f9e7cffc92acde70abdceb79c1df8acb17,0.03%,2
0x395130c6144105d979277819173c65a282133020,0.03%,2
0x3952fe0f1d38c8378fc3c35a1a44f69f6e0fc1dd,0.03%,2
0x395489949b1b895583ba4a3b60b49c9c444e5985,0.03%,2
0x39590cb14164ab0e3ad1495d56dce9c26541894f,0.03%,2
0x39d09767373221b53f499bff686cd01a3ee3e526,0.03%,2
0x39d6e4c28e420d6d411bc18b033f75c624ec70e7,0.03%,2
0x39fc357b2d7f35e4b72d550d855521b1c22db511,0.03%,2
0x3a2ee4251d8490ced7f3a5977977c75a5acd26bf,0.03%,2
0x3a74aa90ea0ce6d53cde76a6e247fc8365710ed8,0.03%,2
0x3a75f02a4e1f23a18f3556dc40b692ce6e359639,0.03%,2
0x3aaeca03eb6fa5dda3ab60aced96aa591ab7c924,0.03%,2
0x3abb3091861faaf3200cbaf10254a91376c2189e,0.03%,2
0x3b06d2bc13e6fca10eaf98d4b3457f597a5783e7,0.03%,2
0x3b6067d87f338e7e39a12e1b6e6570ec51481d46,0.03%,2
0x3b62854221b674760306f45e7cdf4fdfb0952df1,0.03%,2
0x3bc0ab9c16bb49b0b2f5dbdda1a99ecb63acc08f,0.03%,2
0x3bca2fb054d1fd6dac9d22f1c7188152aec0fdd8,0.03%,2
0x3c528408788276e375849f8f8cec70d496c7c7d2,0.03%,2
0x3c77d21b98dffedf772a79187b9cd92bb423b803,0.03%,2
0x3cd6f99e47c1c81219fd80f1772369cb61841b8c,0.03%,2
0x3d0d7082076699701728245101e03be2d52bc830,0.03%,2
0x3d8a6503407f0527c41db462802409fcb7049810,0.03%,2
0x3dff083d1b045fa637f114ecb7987a412a573e50,0.03%,2
0x3e682636e252b52cb0ce4d9b24973f14fb0610b6,0.03%,2
0x3eb2efe514d73f9ce521e65e1466c9374736016d,0.03%,2
0x3eb44a3531db46a494e08689943a9f2dd9e938db,0.03%,2
0x3fa8de6067c020518c89bb03b96fc5caa61243c0,0.03%,2
0x3fcf5adaaede96feee3f41231173600b08aa221c,0.03%,2
0x4019ca9ec529900f84485ba1937133f44c2a12b9,0.03%,2
0x401a46094bef0073916ebdf3797989ab90eefc25,0.03%,2
0x401b09ffe98382f908df918f7b67ae8808d236d3,0.03%,2
0x403b7fc6638cff3c10354fd6020e0d07379af877,0.03%,2
0x40e7cf2a6227f061eb320d03b25cb4e813b06f13,0.03%,2
0x4127d8fa1867d829c48da4ad93506fbaac44d564,0.03%,2
0x419a2b160c0db5da0011d8aa96f86d7a6fdd25a5,0.03%,2
0x41d57ab9b5bd04e033424055ef1c383236fbf914,0.03%,2
0x4201df0e89d9dc54eabf47c0f14ea3b9550cd101,0.03%,2
0x42280e048125eedd8adc22384017dfb88df896bf,0.03%,2
0x425a5ba3a5a55932b90a124c24a23948ad89f4e9,0.03%,2
0x4277601a65e44fef19f9655a5a74f5c5bf301a3c,0.03%,2
0x42caa023837abf951743fec2e8c9fb975c02ff8a,0.03%,2
0x438cc0f5980e6243436974dbea0aa329356d4091,0.03%,2
0x4406e6b2d125a401af00a5067de26e920c6d4524,0.03%,2
0x446729a33babfaffb61c54a180fc6e08be7e03d9,0.03%,2
0x44b9e78833ddb7e22bfd28e1e3648b8cccddab20,0.03%,2
0x44be98a3a38e249d7305ad0f19affa0f6aa5d41c,0.03%,2
0x44e6c1bd33e6994ca59e6a598ded2e3155d0bdc5,0.03%,2
0x44e8f6a55201d71539734c93976110bd0f7107c0,0.03%,2
0x46516b72da90192d27a8da1bf5d2e5506e85472d,0.03%,2
0x46f56054ce585854907806aa5f094978de9f741f,0.03%,2
0x481b88067e787237ad931ceb1b858c56586f12dd,0.03%,2
0x4827d91cc0ee0eb3747f8cf3642cdd6b11668dc3,0.03%,2
0x48e880c03ffd6bb4178ddcffef957d1b1663ebc0,0.03%,2
0x48f543cc183f9a051706d4ec885e79f91b2f4639,0.03%,2
0x493bc72e4000d5674aba9d19c731f05f0935bdc2,0.03%,2
0x4952a8cc22bb216cc9a69fd48b1a5eced5c1e3f4,0.03%,2
0x496a4c737318c9efbe68a70afb1e427a52945e46,0.03%,2
0x4984d5b1e86e483fe9f37e77bdcca88c5a67b1a4,0.03%,2
0x49f2a7f5c43ed7ed23c2c8b8c5aca456d1470770,0.03%,2
0x4a578fa0c8f261439bbee390583fdd7a63ff220d,0.03%,2
0x4a95a5153206670c8b3024df0b73249dd38513db,0.03%,2
0x4a98260ef060a866d8900caeca5d196e7b122d4f,0.03%,2
0x4b02139bec51ace221a411622647aae25b513d99,0.03%,2
0x4c4a8f8c8b5161ac533c3ded770093ba4fc8100c,0.03%,2
0x4c4bcf47a33f62f0535f3b70147f2fa46f63e592,0.03%,2
0x4c8f9d39c3707be9b3078d1dcebab9e725885367,0.03%,2
0x4d4ee864328798882d915653133a532d2b6f14a4,0.03%,2
0x4d72d4269ab46962713ca19cab8161a87684a163,0.03%,2
0x4dba09d91063198b38e78b4573bee32f350abc3f,0.03%,2
0x4dc54c4b6bfd40b37e1100eb159ac78d8129631d,0.03%,2
0x4f28e484b5da61b05d1be30dea0dbbc594155a9c,0.03%,2
0x50fa9c2967be2feb247192ec42a259128fdfd18a,0.03%,2
0x5138cd71d49f6c7834a592d351377f183d92b846,0.03%,2
0x51e742e9d2ce6bd6964b1871186d37dc6ddbdf68,0.03%,2
0x525eb517a3a70ed5201b3631abecbe473b178c26,0.03%,2
0x52710c3a7c16adf8c44b25ce4dbc6da5306be035,0.03%,2
0x53963064d574561d09cef778e53624ed5df58538,0.03%,2
0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889,0.03%,2
0x5410a5b731d000b5240be3ec663f13a5790ebf69,0.03%,2
0x54452dc4c5d03220344d97071054ace7ebe8cebd,0.03%,2
0x549858e6f81d1ea773bfb7882162a687ab5afca4,0.03%,2
0x54c1cdc8af0502c79a6ad819a9ad4eb0682cdd99,0.03%,2
0x54f8fed14359133e2d0a1f92567ee50d0d61218e,0.03%,2
0x5525e812d0b31f46452cc7b7156936d1df41130d,0.03%,2
0x55e54e8817e09f724857fc0c622e31a4c142fb66,0.03%,2
0x560caf5b41632d87966c91e16221e7e24a5cf4a4,0.03%,2
0x562fc3da56a260fbef87ddece88364384bcc1dc6,0.03%,2
0x5670017c91b289190ca2c24fd060ebd709707386,0.03%,2
0x56b0704fa7b0a3d68e25200880e5df4eb96ab68f,0.03%,2
0x56b364f8a99404464a9448273ba3f40118b06a11,0.03%,2
0x579bbb620e7244a28cb7e3c28b5f70a139b0e29b,0.03%,2
0x579c870343d855954328ff0dced56b6890099039,0.03%,2
0x57b69c35b8b8714b0c8c7caf7760e09fc85f3e5c,0.03%,2
0x57e1aa447734ea5c8a0c01749aeac913ba98bc59,0.03%,2
0x57ee9d5416fccaa803bc7ba3fd7b5635d3a54933,0.03%,2
0x58bfd3d0329cf3981c681a67ad408daf66f1bf13,0.03%,2
0x59644e9f38afc4992e5e53d9d1c6b71e720c052e,0.03%,2
0x598b4e92ff3ff21bd0089e5fcc6f3f0c9dd0156f,0.03%,2
0x5a29d161c9a5f4f089ba754d9cfba090198f9098,0.03%,2
0x5a804eab096077f658836f6fdec2184f7ecfa3f3,0.03%,2
0x5adacc8bbe97695f13294fe1c677501c873f8cdf,0.03%,2
0x5ae00340cc5321659e4b712282450e08c7cfe97a,0.03%,2
0x5ae8e11d58784e620ba6a84522d30c8532900ed3,0.03%,2
0x5ba5bb2dda6770898855e40c2f2b5cd5d8e91d57,0.03%,2
0x5bc03a2eeed68ea100aaed9487b9c777f2071f84,0.03%,2
0x5d7f5ca8e26c44e009ff378f9608c6e332b0239f,0.03%,2
0x5dded7a657ce6cec23a3ab45eb03c037230bc77a,0.03%,2
0x5e9aa57b64a68bf28d73eeabbb5b50584e2c9a8a,0.03%,2
0x5f42cdb33002fc3af9bca89ba5ac13810429c943,0.03%,2
0x5f57222fa85193cc44ea2de750d00ae6447f9efe,0.03%,2
0x5fc8f1bc87b402623fc3ef4f96947d4e52b0a263,0.03%,2
0x5fce3bcda20843f8db0603ccc59264b056ffc3b6,0.03%,2
0x5fdfc473a78def7a41e34a2c26091039759fef9b,0.03%,2
0x5feb862eb40de7aefce1b47f775cc3b1d2bd5543,0.03%,2
0x5ffb184fd6c7c5bd9d171f5ea056dd01c42f2b11,0.03%,2
0x60a53a9daa527ded48a04cf1c062b842e117dcf5,0.03%,2
0x60bf8739ab8292a4a86f71dceebd52243f4108a6,0.03%,2
0x60e0a11984f9cdf98690bc149468f1d9c2de5dd6,0.03%,2
0x610f97392109f2dbaf46acb6256ccae82255edfb,0.03%,2
0x612e4ee3277214259ea271fa1942c79f94893055,0.03%,2
0x6318ae7d0685101a0c67543faf480a46438edac4,0.03%,2
0x638336678652433bea1ac981ee335386eed6c7c1,0.03%,2
0x63ec0b013c91258c40415e4f135f907cab816b31,0.03%,2
0x64019c64d22535115fb308f6f367958bfa0d146b,0.03%,2
0x64650190b0695799bd3c102945ccd9a429296b5f,0.03%,2
0x64737b6c29e198f4a9a293bb5320746c471f0f2b,0.03%,2
0x648e619e77d3707e0592fd5ea66596a792ef8847,0.03%,2
0x64a86cee6f619461aa609a1d58c00f0c29e401be,0.03%,2
0x64af2c0744b68335dbce0a8df2ac1a8bd44e5fb0,0.03%,2
0x65054db37c2f91d1dece0383a8774ffd7ca50684,0.03%,2
0x651939523729ff115ac7632f27a11f29729849e1,0.03%,2
0x65b604bca2bf50aabae297529aad945757298935,0.03%,2
0x65e24442b16602d95883d2379ae7069a6de8910a,0.03%,2
0x660ef030a311672d4bfacefcf291172b133aca1f,0.03%,2
0x662c2315180fce67e6c156e6337e8e1c40259e80,0.03%,2
0x669df3794a235f6cf64925e9712fd366e1c18e9b,0.03%,2
0x67199657a55723a8f4e229998d19df1a674fc217,0.03%,2
0x67a6c04225a048e1bef1369a1fa45ff0287e38dc,0.03%,2
0x67ad6b170e42adee552d5c0b9195eaa1f0dd9a03,0.03%,2
0x67c1e37d96d495c7cf9902089205192dacbb54e2,0.03%,2
0x67cff5a51c57e78e943b08ba6cc75dbcd76f82b5,0.03%,2
0x68fb73455560c4f82bae8e69c424a8bda0777050,0.03%,2
0x69295e9634627efb65c214f91241d482b9860a54,0.03%,2
0x692cac21866fe340570d9ac1dedf76f837fa8de3,0.03%,2
0x6936cc35b1d39cb4e41afb9284b8502e68b25942,0.03%,2
0x6992dd12fd82e7035da8ff5362a8d1c54f979c1d,0.03%,2
0x69dd0eccfd2806602732efbff66872a48bc517c3,0.03%,2
0x6a9b86e5a09eb214557825c89cd2aabdd832b830,0.03%,2
0x6ae847bb0ec93ae3ee359e71f1a960e42db479ae,0.03%,2
0x6be23b66075b98c38c316a8783a91ba97df4b096,0.03%,2
0x6be29bd3be1718886c0a61f2baf44b0013272293,0.03%,2
0x6c3645fb324bb2a402729fec96ed39f7cefae8a2,0.03%,2
0x6d078d24b0cfbdb4387642b5ee46120c5a0914a8,0.03%,2
0x6d488c22a5c688324ec7bbb1eaf22b1392ad2d14,0.03%,2
0x6d9f5dd30d59fd270f8e5b073523e79d739266f8,0.03%,2
0x6da8ea04192100663c07eb1a99bb5a6c5eaee14f,0.03%,2
0x6e11cbee1f6f417043818495c4cec5b03bcf19cb,0.03%,2
0x6e130c0327ed3d322a337a532776c8b1a377ece8,0.03%,2
0x6eaf472056f6af376451efb8d1e52f56f2bbed50,0.03%,2
0x6eb7b58f062bb8349ed0e151ece8f23634b925d6,0.03%,2
0x6f0d7d31f8124621a91c7d27803f60dbf54e42bc,0.03%,2
0x6fb6104def1ee62a24e4bb7db82487b3b764ebcc,0.03%,2
0x700bd46f7dcde7626c45aa385a0426886f950d97,0.03%,2
0x7095464b90093fdf7c3ac4a4fc1f608a695b1d5c,0.03%,2
0x712e599c1dd390ff4791820c6bb2244a62c0776c,0.03%,2
0x7150483551370fa7b48697351007bd6c41a30fa8,0.03%,2
0x71b67a47dcbbaf5807df875393f5c95157e06420,0.03%,2
0x71b83f002bdf4e751573e2be2f7737223701f192,0.03%,2
0x720c2fc00f570295b553ae0e374973f3417ad513,0.03%,2
0x72110222f7d069ff375023edbae2a015dc94505a,0.03%,2
0x72ca77dc5ef7c251e1fc84a74dde580c0452a3b6,0.03%,2
0x735083adf3ec5988d4b21d8cc34d5b3223f0e2d8,0.03%,2
0x7382681eb363b8bbf59c109e54e5741e36ed6f88,0.03%,2
0x73b299e12c8adb094bfd8799c912adddb6f8d1fd,0.03%,2
0x7400c16281a5daf360d15fe265769c33f3cb0fd2,0.03%,2
0x7485ce6be6873db9a4c032941694137523a0c4c3,0.03%,2
0x748b8543e20a76789b6895302bf5441d71e12ba0,0.03%,2
0x74955615e8e6ff59887f264e46cf070e27d63539,0.03%,2
0x74e30a2a30733d9ee332f8c8c73fe28034404c4d,0.03%,2
0x7576e1407e6d0c000cddb6f01341bf7b9391833c,0.03%,2
0x75b1b6fb6366d3453ce9c023037201925ad1d1cd,0.03%,2
0x75e0d1c2aaf4ecbf540d201a0e66a7b9ba937e4e,0.03%,2
0x766ea3efd010eb23a740313c7b9381875071bfb3,0.03%,2
0x769a1c30fe71c594665ebc872612bfa9870feaba,0.03%,2
0x76a109da677300e54dd82844d7e77f9314ab3ed9,0.03%,2
0x76d1b45ab45d1262b5d2b0f49e17288b83cb2560,0.03%,2
0x76d7a826f1fa5204925856ea9c209245be469a10,0.03%,2
